﻿choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,key_resp_5.keys,key_resp_5.rt,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,57,57,56]",space,7.7006,space,19.7674,critical,space,39.6318,3.003599376,2.1315,space,1.4414,0,0,0,12,1,13,image/13.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,1.068914442,2.3364,space,0.3064,0,1,1,11,1,12,image/12.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.088585582,1.9516,space,0.3855,0,2,2,35,1,36,image/36.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,4.943283729,3.0024,space,0.434,0,3,3,19,1,20,image/20.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,2.013760473,2.0083,space,0.2188,0,4,4,40,1,41,image/41.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.05359143,2.4578,space,0.3564,0,5,5,4,1,5,image/5.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.977952413,4.9776,space,1.4937,0,6,6,52,1,57,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.988113748,4.9005,space,2.4854,0,7,7,3,1,4,image/4.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,4.968279756,2.8905,space,0.1339,0,8,8,21,1,22,image/22.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.987951015,3.4955,space,4.1173,0,9,9,50,1,58,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.993113526,2.993,space,1.1576,0,10,10,6,1,7,image/7.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.947957562,2.5366,space,0.3847,0,11,11,39,1,40,image/40.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,4.963280455,1.3593,space,0.3395,0,12,12,33,1,34,image/34.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.968117499,1.3057,space,0.2694,0,13,13,5,1,6,image/6.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.01859704,1.9075,space,0.3855,0,14,14,34,1,35,image/35.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,4.943283729,1.9101,space,0.317,0,15,15,17,1,18,image/18.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.073588156,3.3106,space,0.3429,0,16,16,46,1,47,image/47.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.058102052,2.1348,space,0.3577,0,17,17,23,1,24,image/24.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.103257539,1.639,space,0.3845,0,18,18,1,1,2,image/2.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.927960836,1.6032,space,0.3699,0,19,19,30,1,31,image/31.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.088260114,2.5171,space,0.351,0,20,20,27,1,28,image/28.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.0231079,1.4347,space,0.7406,0,21,21,16,1,17,image/17.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,4.973279057,1.3419,space,0.2875,0,22,22,42,1,43,image/43.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.973115846,1.4069,space,0.3099,0,23,23,26,1,27,image/27.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,5.058264786,1.5812,space,0.4073,0,24,24,10,1,11,image/11.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,6.003111174,2.5622,space,0.0898,0,25,25,8,1,9,image/9.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.05359143,2.0721,space,0.3748,0,26,26,32,1,33,image/33.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,2.013760473,1.8089,space,0.149,0,27,27,47,1,48,image/48.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
,,,,,,,,3.023596102,2.3363,space,0.786,0,28,28,49,1,50,image/50.jpg,0,0,,加多宝,2,2024-05-31_01h18.14.976,face trait task chi,2021.2.3,Win32,59.52380952,,,,,,,
