StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,gender,gender_5_TEXT,age,ethnic,ethnic_10_TEXT,politic,politic_5_TEXT,education,language,language_8_TEXT,ResponseID,SONAid
2024-03-16 02:02:54,2024-03-16 02:03:17,IP Address,70.185.131.238,100,23,True,2024-03-16 02:03:18,R_21BWPLE20uoyM7G,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_21BWPLE20uoyM7G,
2024-03-28 22:03:40,2024-03-28 22:06:28,Survey Preview,,100,168,True,2024-03-28 22:06:29,R_5iXatSkt1wS40N3,,,,,34.4265,-119.8631,preview,EN,Yes,Female,,24,Asian,,Don't know,,Bachelor's degree,Mandarin,,R_5iXatSkt1wS40N3,
2024-03-31 17:08:35,2024-03-31 17:08:44,Survey Preview,,100,8,True,2024-03-31 17:08:45,R_3GVbiKS99uE4uED,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3GVbiKS99uE4uED,
2024-04-01 10:11:30,2024-04-01 10:11:46,IP Address,169.231.116.246,100,16,True,2024-04-01 10:11:48,R_2GqvCEbwlUobL5D,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,23,White/Caucasian,,Democrat,,Less than High school,English,,R_2GqvCEbwlUobL5D,
2024-04-01 11:08:19,2024-04-01 11:08:28,IP Address,169.231.116.246,100,8,True,2024-04-01 11:08:29,R_1BWz2lzoHP6Ecym,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_1BWz2lzoHP6Ecym,
2024-04-01 18:50:15,2024-04-01 18:50:57,IP Address,98.185.216.111,100,42,True,2024-04-01 18:50:58,R_7dS7fGcto4aBF0E,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Republican,,Some college or associate degree,English,,R_7dS7fGcto4aBF0E,
2024-04-01 23:22:59,2024-04-01 23:23:35,IP Address,123.113.149.63,100,36,True,2024-04-01 23:23:36,R_49GRi7W6rJG5j6F,,,,,39.911,116.395,anonymous,EN,Yes,Female,,24,Asian,,Republican,,Bachelor's degree,Mandarin,,R_49GRi7W6rJG5j6F,
2024-04-06 16:50:03,2024-04-06 16:50:24,Survey Preview,,100,21,True,2024-04-06 16:50:25,R_3JFmz2GKu6GPukY,,,,,34.4265,-119.8631,preview,EN,Yes,,,,,,,,,,,R_3JFmz2GKu6GPukY,
2024-04-06 23:12:18,2024-04-06 23:12:29,IP Address,169.231.122.137,100,10,True,2024-04-06 23:12:29,R_2QFSUNvfjhL1zfu,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,,,,,,,,,R_2QFSUNvfjhL1zfu,100179
2024-04-06 23:53:42,2024-04-06 23:54:06,IP Address,169.231.122.137,100,24,True,2024-04-06 23:54:06,R_1QmCurp1iHFSiD1,,,,,34.4265,-119.8631,anonymous,EN,Yes,,,,,,,,,,,R_1QmCurp1iHFSiD1,100179
2024-04-01 21:22:29,2024-04-01 21:22:38,IP Address,123.113.149.63,27,8,False,2024-04-08 21:22:40,R_4zpwuR0XEculZbz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,R_4zpwuR0XEculZbz,
2024-04-09 11:01:31,2024-04-09 11:02:04,IP Address,169.231.143.247,100,33,True,2024-04-09 11:02:05,R_3C8Ukaz0zylr2e9,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,Asian,,Democrat,,High school (including GED),Other (please specify),Vietnamese,R_3C8Ukaz0zylr2e9,120374
2024-04-09 11:18:17,2024-04-09 11:19:12,IP Address,169.231.143.152,100,55,True,2024-04-09 11:19:13,R_1RlIO1DP8koMWuo,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,White/Caucasian,,Democrat,,High school (including GED),English,,R_1RlIO1DP8koMWuo,120242
2024-04-09 14:04:38,2024-04-09 14:05:17,IP Address,169.231.60.14,100,38,True,2024-04-09 14:05:17,R_2dZ82kJ2ybI5Wiu,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,White/Caucasian,,Don't know,,High school (including GED),Arabic,,R_2dZ82kJ2ybI5Wiu,120218
2024-04-09 14:33:12,2024-04-09 14:33:53,IP Address,72.194.217.118,100,41,True,2024-04-09 14:33:54,R_7PyO7Fjqtbjl581,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Democrat,,Some college or associate degree,English,,R_7PyO7Fjqtbjl581,120529
2024-04-09 19:11:28,2024-04-09 19:19:29,IP Address,169.231.118.193,100,480,True,2024-04-09 19:19:30,R_73JC3XxCdLeJrlD,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,19,"Asian,Hispanic or Latino,African-American",,Democrat,,Some college or associate degree,English,,R_73JC3XxCdLeJrlD,120370
2024-04-09 19:25:30,2024-04-09 19:28:08,IP Address,169.231.65.133,100,158,True,2024-04-09 19:28:09,R_1hbYZAAG1H7UZQE,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,18,African-American,,Democrat,,Some college or associate degree,English,,R_1hbYZAAG1H7UZQE,120627
2024-04-10 13:50:58,2024-04-10 13:51:17,IP Address,169.231.143.247,100,19,True,2024-04-10 13:51:18,R_3FJcVxSy2lNvUyM,,,,,34.0138,-118.4405,anonymous,EN,Yes,Female,,19,Asian,,Democrat,,High school (including GED),Other (please specify),Vietnamese,R_3FJcVxSy2lNvUyM,120374
2024-04-10 18:54:58,2024-04-10 18:55:39,IP Address,169.231.110.29,100,41,True,2024-04-10 18:55:40,R_3z8wN509TuVnNc6,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,White/Caucasian,,Democrat,,High school (including GED),English,,R_3z8wN509TuVnNc6,120769
2024-04-10 20:02:51,2024-04-10 20:05:26,IP Address,169.231.110.29,100,155,True,2024-04-10 20:05:27,R_5LCrkQzj6H3Lqbn,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,20,White/Caucasian,,Democrat,,High school (including GED),English,,R_5LCrkQzj6H3Lqbn,120769
2024-04-10 21:19:47,2024-04-10 21:20:53,IP Address,72.194.218.81,100,65,True,2024-04-10 21:20:54,R_54voFul3k9D7bqr,,,,,34.4265,-119.8631,anonymous,EN,Yes,Female,,22,White/Caucasian,,Independent,,Some college or associate degree,English,,R_54voFul3k9D7bqr,120747
