chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,clicked_guilt,incompleteTrials,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,judge.clicked_name,key_guilt.rt,key_apology.rt,key_share.rt,key_forgiveness.rt,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
"[156,110,153,176,52,186,50,197,122,113,101,175,189,102,115,11,97,74,179,200,142,166,78,154,141,70,18,92,65,148,191,39,162,87,72,129,60,90,131,28,48,139]",R_1Jreilcdud9HMuf,space,1.526,space,0.932,space,0.497,space,0.555,space,11.015,space,14.187,space,7.989,1,6.895,2,7.788,1,8.686,1,11.08,3,3.557,0,0,0,0,1,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,3.232,space,21.245,space,17.529,space,1.915,space,3.956,space,1.052,3,5.479,3,6.851,3,1.135,3,1.151,3,0.484,1,0,1,0,1,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,85.429,space,12.866,space,9.095,space,12.965,space,0.048,space,2.698,3,4.285,1,10.03,3,5.678,2,7.917,3,19.491,2,0,2,0,1,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.575,space,0.198,space,0.166,space,0.162,space,1.557,space,0.532,3,2.184,1,2.349,3,2.104,2,3.125,1,0.96,3,0,3,0,1,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.416,space,0.224,space,0.199,space,0.188,space,0.593,space,0.628,3,1.695,1,8.108,3,2.506,2,1.533,2,1.484,4,0,4,0,1,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,space,4.896,[],0.246651786,0.526923077,0,0,0,0,0,0,1,1,RightButton_2,11dot2.png,Smaller,Greater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,[],0.246651786,0.526923077,0,0,0,0,1,1,0,1,LeftButton_2,11dot2.png,Greater,Smaller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,[],0.203125,0.405769231,0,0,0,0,2,2,2,1,LeftButton_2,9dot2.png,Smaller,Greater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,0,0.203125,0.405769231,0,0,0,[],156,,,,,,,,,,,,,,,,,0,0,0,0,1,3,only_sub_wrong.png,1,RandomDot4.png,No answer,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1Jreilcdud9HMuf,1,2024-05-29_04h27.12.333,interaction task,2021.2.3,MacIntel,58.82352941,120429,,,,,,,,,,,,,,,,Greater,Smaller,,0.203125,0.405769231,0,0,0,[],110,,,,,,,,,,,,,,,,,0,1,1,1,1,2,only_sub_right.png,1,RandomDot6.png,No answer,21,,,,,,,,,,
