chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,judge_2.clicked_name,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_apology.rt,key_forgiveness.rt,key_share.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
"[144,173,188,168,34,203,194,167,77,102,185,61,52,180,150,179,157,112,84,18,114,104,85,164,0,74,86,155,70,142,75,141,109,65,133,54,56,43,127,126,100,128]",R_23fCGTf5Bw4sfo3,space,46.616,space,2.196,space,32.681,space,428.075,space,0.467,space,4.981,space,0.769,3,9.138,1,4.635,1,8.082,2,4.021,2,1.151,0,0,0,0,1,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,1.549,space,0.523,space,0.916,space,1.242,space,0.573,space,0.352,3,1.077,1,1.964,2,3.423,2,1.177,2,0.282,1,0,1,0,1,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,space,0.547,space,0.399,space,0.207,space,0.463,space,1.222,space,0.453,3,0.528,1,0.299,3,7.966,2,0.509,2,4.48,2,0,2,0,1,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,space,0.694,[],-0.141496599,-0.171428571,0,0,0,0,0,0,1,1,LeftButton_2,9dot2.png,Smaller,Greater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,"[""RightButton_2""]",0.195918367,-0.271428571,1,0,0,0,1,1,2,1,RightButton_2,9dot1.png,Greater,Smaller,RightButton_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,"[""RightButton_2""]",0.22585034,-0.311904762,1,0,0,0,2,2,0,1,RightButton_2,11dot1.png,Smaller,Greater,RightButton_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,0.4,-0.227210884,-0.507142857,1,0,0,LeftButton,"[""LeftButton""]",55,3.937,space,1.465,,,,,,,,,,,,,,0,0,0,0,1,3,only_sub_wrong.png,0,RandomDot33.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,0.244897959,-0.478571429,1,0,0,RightButton,"[""RightButton""]",,,,,,,,72,5.725,space,73,8.904,,,,,,0,1,1,1,1,3,only_sub_wrong.png,2,RandomDot20.png,No answer,19,1.261,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.257142857,-0.495238095,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,51.23685838,1.699,space,31.03483818,6.709,0,2,2,2,1,3,only_sub_wrong.png,3,RandomDot22.png,No answer,21,,1.309,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_23fCGTf5Bw4sfo3,1,2024-05-14_14h16.25.416,interaction task,2021.2.3,MacIntel,30.3030303,121574,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.325170068,-0.5,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,51,1.835,space,62,2.968,,,,,,0,3,3,3,1,3,only_sub_wrong.png,2,RandomDot13.png,No answer,21,0.388,,,,,,,,
